longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.3214,35.7132,21,8288,2821,2342,1036,6.1668,119260.15
-121.5536,35.5633,38,3855,1241,2632,1285,11.8247,248537.19
-117.6035,33.0097,32,14264,4107,5537,1783,4.7572,124566.94
-119.7757,41.5377,34,2930,633,1217,586,11.0523,182753.13
-115.8839,41.602,23,11094,2480,4846,1849,7.2766,50870.6
-117.5285,36.1883,15,6139,2069,2939,877,11.8412,190751.06
-117.3822,37.4282,34,11046,3060,5377,1578,2.6627,32488.34
-119.5772,39.0873,37,5328,969,4929,1776,5.3506,47743.98
-115.9402,36.1634,19,2665,666,1771,533,0.9824,14999
-115.3198,34.6845,16,4795,1608,2769,959,4.0619,91494.6
-119.9321,34.5254,26,8112,2551,3404,1014,8.4459,195322.8
-122.9882,39.4554,27,5340,1788,2637,890,11.7535,167853.27
-119.8107,38.6287,28,2892,767,1803,723,9.168,108514.4
-116.0524,36.1837,49,3290,824,1154,470,12.2915,206739.22
-115.6307,37.28,31,2604,797,2146,868,14.9167,202131.32
-121.1106,32.7461,43,6770,1875,2990,1354,2.2102,86905.87
-115.7513,36.5165,45,4848,1321,4205,1616,10.9877,192988.29
-124.0514,36.217,12,5304,1642,4602,1768,2.8615,119260.77
-115.5182,37.0057,52,8666,1821,4030,1238,12.6699,195515.72
-123.5459,41.9048,35,7820,2059,5557,1955,6.5709,47216.3
-122.3011,40.1083,30,1410,430,795,235,8.2415,178424.21
-116.0935,35.4379,17,2406,673,896,401,3.4906,29006.02
-114.775,34.7459,6,5724,1962,3511,1431,14.8487,227991.46
-118.3109,32.7214,19,5488,1557,2060,784,0.8884,35141.31
-118.156,40.2517,29,1314,318,1530,438,8.1923,98708.83
-114.7258,35.0953,36,13426,4111,4635,1918,11.9021,230959.85
-116.4906,39.0681,48,1224,371,442,204,7.3364,39692.01
-115.7153,32.5925,41,6568,1484,1915,821,2.1515,93625.31
-115.6785,39.6786,4,1560,453,618,260,11.6998,107604.82
-115.1031,38.7334,42,3288,775,2520,1096,7.0071,99632.31
-114.9434,41.7366,27,6705,1255,4451,1341,3.452,14999
-119.1977,37.616,34,4083,1050,3542,1361,8.166,110617.82
-122.6045,40.7278,19,8775,2836,4368,1755,14.2246,211561.73
-117.7184,32.7211,10,7749,2263,3817,1107,14.2954,325315.38
-118.0113,33.3758,27,3465,872,3336,1155,2.1288,105128.6
-118.3276,40.9558,8,2406,599,881,401,8.5833,17494.67
-121.9393,33.6696,4,5404,1886,3555,1351,10.2515,232589.86
-115.4911,35.1805,14,5019,1228,2134,717,9.8079,147022.34
-116.1039,37.0996,1,864,157,673,216,12.2523,215369.44
-115.0083,33.8819,11,6980,1511,4041,1396,8.9907,179359.76
-122.1128,35.9674,1,2968,993,1210,424,6.3735,124801.04
-116.1537,39.1667,16,7794,2262,3472,1299,2.412,14999
-121.1548,40.4864,45,2043,489,1589,681,11.5794,159690.94
-121.7813,39.6342,45,6846,2151,3615,1141,4.5365,81239.73
-120.3329,39.1429,33,4676,936,3871,1169,8.7644,135592.27
-114.3293,34.8809,24,4928,1222,1372,616,3.365,58830.96
-120.5232,40.132,39,11466,3954,4277,1638,8.987,150167.85
-123.0513,38.0117,37,10332,3559,5653,1722,10.1654,224900.69
-114.7988,34.2902,34,3368,701,2202,842,9.4883,221098.38
-124.2388,36.4635,5,6853,1913,2217,979,13.4418,221930.9
-115.2268,41.4605,43,6924,1938,5376,1731,11.9713,187682.06
-116.9805,34.8732,21,11123,3391,5240,1589,6.2974,68185.96
-119.8226,34.3024,50,2814,650,2223,938,8.1153,192976.39
-123.8595,41.4562,52,3955,1258,1211,565,3.4021,14999
-116.6751,33.3364,9,2622,485,2923,874,4.6991,94446.55
-123.8513,41.7513,45,6030,1235,2940,1005,11.3314,228175.12
-116.9084,38.7632,3,9165,2788,5216,1833,3.657,16301.47
-123.1632,34.4608,52,7362,1727,4112,1227,12.7324,307386.46
-118.1965,36.6313,21,14040,3443,3930,1755,11.8956,211970.94
-114.9142,33.8144,1,5068,1747,2152,724,1.3064,15891.21
-122.0194,37.9058,32,5538,1569,2954,923,9.5246,204852.17
-121.7294,41.0631,26,2142,727,991,306,8.4054,159431.44
-117.8337,40.6073,26,4572,1506,2432,1143,10.0538,104234.78
-121.8801,41.3406,29,7860,1961,4460,1310,6.7439,53172.1
-116.7427,38.6719,47,6820,2212,2741,1364,4.0947,54995.59
-114.9187,37.158,8,6020,1409,5187,1505,10.0214,91011.14
-115.8118,33.4521,4,6396,1690,3159,1066,1.5625,28622.15
-114.4046,35.8298,15,2724,841,2853,908,3.1004,57695.63
-115.9834,39.543,38,10184,1956,2924,1273,7.522,83057.49
-122.2419,32.9194,20,6192,1967,5073,1548,5.0024,174258.8
-118.2363,39.8773,32,2799,715,3207,933,6.5318,40117.4
-123.0581,34.6619,5,5820,1732,5248,1940,5.1596,143262.69
-116.4543,38.4671,45,5955,1162,3623,1191,14.4347,191354.79
-122.6788,37.6046,23,1050,251,480,210,4.209,69787.96
-116.3703,37.3286,23,5313,1626,2347,759,12.2125,185603.97
-121.1276,40.3989,17,4840,1530,1566,605,5.8033,41624.31
-120.3503,38.6246,31,165,37,158,55,13.4378,224721.5
-116.3064,39.2853,21,9390,1877,4534,1878,0.7664,14999
-116.4338,37.6772,12,1512,278,499,216,6.048,18526.9
-116.6298,39.7592,48,4641,1023,3956,1547,12.4011,131767.79
-121.5518,41.6875,48,744,190,261,93,2.6975,14999
-121.1202,38.262,22,1410,321,624,235,9.2045,188322.33
-120.9108,36.4689,13,652,184,440,163,4.3229,43576.88
-124.1425,41.0832,4,9660,2539,4440,1610,14.4918,147245.11
-123.9227,34.1226,44,4545,1281,4427,1515,8.3423,200771.86
-117.0922,39.0588,19,7288,1409,4189,1822,12.9143,202879.07
-123.3434,35.695,18,5915,1628,2974,1183,12.105,292013.11
-121.9307,38.7331,8,10128,2517,3092,1266,7.0949,70337.82
-122.8767,35.4904,39,11418,3371,5164,1903,14.3036,240786.29
-120.7019,35.1608,31,12296,4217,3204,1537,8.2114,224064.83
-115.1279,40.9657,6,2874,658,2987,958,12.4317,91691.26
-118.6042,39.4017,37,3642,1198,1656,607,6.1185,14999
-122.5448,35.6144,49,7380,2486,3130,1230,14.6552,362977.17
-122.9658,36.1569,48,5720,1045,2929,1144,12.2878,279862.19
-115.2452,37.4044,4,2181,538,1499,727,6.2392,51877.17
-119.9929,32.6187,3,2512,678,929,314,9.8812,184210.45
-118.0866,38.0709,1,7240,2025,5228,1810,14.8323,261468.21
-123.7606,39.5107,41,436,105,221,109,4.3032,80931.37
-114.8847,39.6631,37,8056,2268,2363,1007,2.1257,14999
-117.8314,34.2966,26,405,115,378,135,1.1235,51500.29
-115.141,41.4562,19,7020,1571,3383,1404,9.6374,42150.56
-114.7937,32.9526,19,11060,3800,3827,1580,4.637,75067.52
-123.1015,32.6933,36,2376,649,767,297,9.6241,302533.79
-119.0349,35.2067,19,8050,1993,4200,1610,13.0709,223683.94
-122.8499,37.1822,32,785,234,403,157,3.9036,58978.01
-116.2014,33.505,27,7084,1647,4665,1771,6.9909,129163.7
-122.8012,36.5073,26,328,70,262,82,1.4119,99410.61
-119.2902,32.7957,24,3656,660,1216,457,10.3512,238773.65
-119.3596,33.4235,28,800,215,457,160,5.9146,142043.91
-122.5504,35.3839,14,3864,909,1470,552,4.3476,89799.75
-117.0015,35.9781,7,7210,2148,5019,1442,7.2793,35010.15
-123.8037,39.3404,8,9776,1892,3622,1222,8.1083,105615.98
-114.6672,41.3546,46,6146,1330,2190,878,13.335,138902.48
-118.7906,34.3731,21,10577,2793,4443,1511,8.6137,124217.42
-120.5925,36.9505,50,1720,600,1307,430,12.7897,302675.88
-116.3051,33.3747,17,1650,523,1182,550,3.1913,96119.34
-119.4418,34.5821,10,11704,3307,3977,1463,11.8989,250307.55
-123.0121,37.8616,26,3210,599,2120,642,13.8626,250124.0
-116.1626,41.3362,30,5740,1871,2442,820,4.2452,20930.6
-119.9395,41.1826,40,15680,3247,6039,1960,13.0783,183968.12
-121.9575,34.256,37,1210,359,484,242,6.6376,171504.89
-122.4535,39.7024,12,5535,1272,2566,1107,4.8054,30266.62
-119.0763,40.9098,1,13496,3538,5448,1687,12.9993,130963.21
-121.0543,35.0687,22,1854,351,1047,309,5.1923,85857.01
-123.6528,37.726,15,912,164,987,304,11.9347,218389.35
-114.4638,34.5485,10,2562,893,1318,427,2.6829,44833.09
-119.6627,34.4573,5,7184,1911,3089,898,14.3467,319523.72
-120.3158,35.3511,31,642,115,303,107,1.2592,33197.57
-118.1818,34.1347,33,8400,1705,4084,1680,11.0549,242534.21
-123.9726,36.9901,46,5272,997,2205,659,4.4186,86999.2
-119.5986,39.6785,33,2352,604,864,392,8.753,65255.44
-124.3257,41.2532,11,234,51,203,78,12.1703,175965.53
-115.8466,40.1581,26,9290,3166,5747,1858,4.5995,14999
-119.8539,35.5047,32,9604,2069,3819,1372,3.655,37429.81
-117.5289,39.584,35,7500,2423,4345,1500,1.6221,14999
-118.3386,39.1841,28,840,256,399,120,12.3011,209296.52
-117.2999,38.7679,10,10416,3247,4608,1736,3.6389,14999
-123.0268,34.6331,38,3456,681,1239,576,10.9197,207974.04
-118.992,38.6651,43,5475,1292,4439,1825,14.0254,204031.91
-122.0611,32.6932,45,796,235,528,199,10.6357,302962.54
-115.2174,40.2244,34,7450,2530,3650,1490,12.4873,142409.31
-115.0214,34.0608,26,9084,2787,4608,1514,1.4311,14999
-122.9309,41.6224,14,6804,1968,2890,972,1.3382,14999
-117.7511,41.6915,19,1128,303,484,188,1.617,14999
-121.7856,38.5853,26,4056,1245,1935,676,8.279,93987.65
-115.6168,35.0903,2,12736,2995,4206,1592,6.9354,98006.51
-120.4663,40.8546,35,1632,531,1788,544,6.9492,124833.5
-122.3286,40.1055,4,12383,2353,5873,1769,6.5491,64088.35
-123.3565,35.5762,21,9300,2756,4044,1550,4.5279,130901.82
-119.3374,41.2611,26,3550,1092,1801,710,7.6562,131075.96
-121.7922,36.5953,1,192,47,170,64,8.0548,198824.16
-116.2247,40.1466,9,5168,980,1361,646,6.0479,18577.72
-122.5917,34.9554,20,1746,542,1677,582,7.3485,193602.49
-121.3771,33.8924,13,3234,805,1294,462,6.6741,146809.0
-121.1545,36.9622,3,4635,1190,5310,1545,6.419,108958.91
-123.8924,38.395,52,9840,2028,4562,1968,9.8233,212149.85
-117.3854,39.4217,35,10416,2821,2663,1302,9.3263,121184.14
-115.5886,39.5665,14,4808,1338,1728,601,6.7822,77379.67
-118.3624,40.7079,37,11082,2248,4449,1847,14.8555,234469.78
-118.7754,33.5705,24,5929,1339,1710,847,5.1077,146390.16
-116.7847,36.0936,45,5285,1838,3657,1057,0.7053,14999
-121.1184,38.5645,15,6115,1804,4075,1223,8.9749,117223.85
-122.9408,41.7862,1,3160,900,950,395,9.9348,94688.14
-116.2302,32.9568,15,1170,391,678,234,11.5592,228166.32
-115.901,32.7053,13,8895,1833,4164,1779,8.6711,203717.68
-119.9322,36.8671,19,6840,1766,3322,1140,14.3572,288575.01
-119.1946,36.5426,18,15288,4110,4277,1911,0.5536,14999
-119.1093,39.352,39,5640,1513,1829,705,7.9574,120366.51
-120.1303,34.8426,50,2000,690,1322,500,11.184,247652.99
-120.7296,37.7027,46,6625,1379,3484,1325,7.4682,157181.33
-115.823,36.7129,45,330,82,179,55,3.5977,27356.38
-114.6453,41.1479,6,2430,842,2263,810,13.4561,141105.38
-119.3234,35.315,10,11190,3580,6028,1865,8.6653,135563.66
-120.1902,37.7038,2,11766,3973,4614,1961,7.1724,133320.21
-123.1548,38.4182,38,420,138,245,105,10.35,235390.97
-118.595,32.8779,51,9672,2261,3883,1612,12.0921,247671.28
-123.7915,40.9015,18,10248,3559,4904,1708,10.6974,154566.12
-123.6412,39.9839,27,5330,1243,3080,1066,1.6222,26374.49
-118.9205,38.9905,29,6332,1637,3323,1583,8.9562,71586.12
-121.1331,38.2098,36,6195,1504,4313,1239,11.5505,198254.56
-116.0492,34.517,17,8239,2103,2716,1177,0.8314,14999
-122.7882,32.699,31,2598,534,2503,866,10.3783,310644.73
-116.455,38.2107,41,8950,2734,5049,1790,12.2056,252752.51
-123.3483,41.2762,42,11662,3136,4299,1666,10.0071,157581.41
-123.0065,40.1472,42,10464,1896,4539,1744,10.8714,150509.65
-115.8179,38.1483,8,876,244,340,146,11.8004,146173.51
-118.7951,40.9475,15,4896,1306,2077,612,6.8316,37363.18
-121.3,41.029,3,4368,1021,1436,546,5.2546,14999
-119.1436,39.4056,15,2205,529,1177,441,12.1053,175523.33
-119.9097,39.5009,50,3192,1062,928,399,5.1821,56644.33
-115.8747,35.5351,44,5709,1374,5643,1903,8.1096,151639.06
-118.1466,38.8965,48,3535,800,1632,505,4.3194,14999
-118.9546,33.525,5,2061,479,1872,687,1.2454,120922.57
-115.1157,33.5036,10,7868,2724,6274,1967,12.8371,257941.33
-119.8925,35.5917,49,5985,1689,2663,855,8.9503,230002.85
-119.9534,40.7522,40,6748,1275,3204,964,3.8658,65097.7
-118.0493,35.9009,33,3235,808,1753,647,12.248,224368.02
-124.1016,39.7037,15,10368,3145,4563,1728,4.8234,98839.2
-114.9362,38.3098,31,2982,793,1149,497,2.2259,14999
-118.5038,37.2282,29,5984,1688,4570,1496,2.6359,14999
-120.3992,37.8055,48,3808,709,1355,476,1.7866,27098.07
-118.7355,41.2138,43,5384,1118,2175,673,3.7863,14999
-114.3836,36.0485,36,6080,1858,2132,760,8.9546,165134.14
-116.3471,32.7655,30,7656,1768,6109,1914,12.7751,268215.75
-117.0494,35.79,41,6110,1665,3636,1222,13.8629,234516.73
-119.46,39.5102,40,1710,326,571,285,0.6904,14999
-119.1933,33.4249,37,3540,1025,4028,1180,13.423,320468.17
-123.3572,39.9526,20,8825,2590,4553,1765,13.3957,225090.85
-118.703,39.0705,52,4855,895,3392,971,9.0766,114976.9
-117.1316,33.7198,26,5128,1478,1514,641,3.4186,128853.05
-120.0855,40.5643,23,15680,2901,6054,1960,8.9846,87390.92
-117.2509,34.3012,36,7496,1878,5019,1874,2.2852,51052.2
-120.1948,41.5035,1,1675,514,1129,335,4.5293,14999
-116.2045,41.2134,9,6696,1357,5103,1674,3.6926,14999
-123.6234,41.8424,47,5676,1555,3156,946,7.5792,77792.78
-118.1533,32.6919,31,10914,3104,4531,1819,9.7171,225714.46
-121.5955,32.7931,11,1928,601,1217,482,7.1399,225258.35
-115.8013,41.084,28,9275,1890,5961,1855,12.2966,158821.43
-119.4343,33.7467,14,1302,363,581,186,11.1584,264263.77
-117.8958,40.949,41,3675,1025,1644,735,3.1493,14999
-115.5068,40.1799,20,3882,716,4387,1294,14.5468,161546.92
-115.1208,37.6927,1,3328,1052,1046,416,11.0648,199508.62
-116.5008,35.0909,19,15560,3477,5492,1945,7.4761,123131.88
-122.5371,41.1088,15,3666,847,3827,1222,14.3722,287109.89
-121.579,39.4207,45,1105,327,538,221,12.5271,247926.75
-122.8559,33.4132,17,10332,2664,4096,1476,9.0499,232716.96
-115.5665,32.616,1,6220,1421,3310,1244,9.9342,210401.55
-120.0837,37.3752,4,10360,3281,4074,1480,1.3667,14999
-114.6611,33.3471,14,3726,876,4232,1242,4.1275,35989.52
-120.0013,37.573,11,4026,1371,2713,1342,12.0773,238710.69
-123.8948,38.8578,41,5620,1415,2465,1124,11.5343,240991.46
-115.9269,36.3656,36,4152,848,3656,1384,8.8837,165523.14
-117.1063,36.0432,17,3336,1021,841,417,0.982,54918.48
-122.4958,33.0503,33,4670,1616,2836,934,5.3595,158759.79
-115.1583,33.8396,19,4701,922,4986,1567,0.896,14999
-120.2451,32.885,21,1020,239,588,204,2.5542,145370.54
-120.0889,34.8911,48,4452,898,3649,1113,4.5292,151500.18
-124.0337,35.5466,38,1268,371,656,317,5.9778,156068.06
-117.6909,38.3173,3,5373,1071,4140,1791,8.2457,88057.39
-122.2509,37.959,13,4128,865,1172,516,5.9931,153749.12
-122.7604,39.4369,17,4422,1306,1842,737,3.6404,28750.83
-122.4859,36.3014,50,8480,2404,4481,1696,0.5722,34718.67
-120.0388,35.0583,48,1288,409,551,161,4.089,142018.55
-116.8164,38.5309,31,5320,1207,3802,1330,9.7362,106017.9
-116.013,35.8919,50,1190,353,832,238,14.7366,307605.7
-120.291,40.2004,37,5352,1206,5612,1784,6.1563,95880.87
-115.5917,37.3475,40,11556,2898,4155,1926,7.3546,141783.71
-114.3841,34.6024,26,12516,3737,4003,1788,13.2333,252264.5
-115.075,36.2457,47,5600,1230,1618,700,8.9181,72680.06
-117.4284,41.253,9,12880,4246,4612,1610,13.3793,158493.31
-122.3164,41.1105,49,5070,1708,1881,845,1.9972,14999
-119.5828,34.0141,30,14544,4343,4776,1818,3.3495,45449.19
-121.0972,34.5396,43,3816,1042,1749,636,6.7229,123467.07
-117.6357,32.7859,51,1542,469,570,257,8.6998,196208.77
-118.2415,40.9094,35,13296,2567,3563,1662,12.9764,163486.06
-117.5849,37.2459,7,5992,1746,2603,856,1.7816,14999
-122.2595,33.7708,4,8120,1690,3293,1015,0.559,85850.32
-123.392,37.5866,28,10308,3535,5765,1718,0.7769,42451.7
-121.588,34.4973,9,1500,371,688,300,11.6391,240530.38
-116.4887,36.6994,12,5696,1294,1577,712,8.8832,139879.16
-115.8918,35.3304,49,3520,1182,2012,880,2.0788,14999
-122.9575,41.2983,52,10040,3342,2531,1255,6.2335,48892.69
-117.674,41.8886,8,3368,843,1417,421,10.9198,85761.35
-118.6557,33.3721,27,7792,1436,2944,974,8.4852,202040.05
-123.2362,33.5269,25,1080,258,853,270,0.8993,100241.8
-120.3204,39.3003,37,6410,1950,2629,1282,11.4381,193737.77
-114.5905,34.5673,43,5448,1588,2095,908,10.4419,215027.94
-118.9939,33.4847,3,12180,3321,5284,1740,1.7849,63539.95
-119.991,38.1907,3,1005,336,429,201,6.3066,85082.32
-114.5578,37.9822,46,10064,2936,3972,1258,1.1896,14999
-122.728,41.1205,10,7938,2549,2977,1134,6.5464,126434.54
-123.1545,41.1594,3,4743,1560,4590,1581,4.0735,62799.35
-116.6221,34.9661,48,9815,2271,4694,1963,2.7611,112515.07
-123.7485,35.5442,5,2763,823,2623,921,10.2338,159291.42
-118.4095,34.4729,35,2496,483,2646,832,1.9338,58745.24
-117.303,33.3531,32,1148,377,910,287,1.9175,30032.68
-116.1482,41.9157,20,11430,3357,3822,1905,14.5744,105624.67
-119.1216,40.0963,6,1926,385,2093,642,7.161,46053.03
-115.2273,41.3279,5,11424,2470,4331,1632,12.8124,107323.14
-120.6502,36.1211,28,3038,583,1228,434,14.4778,334477.78
-121.3213,41.6736,43,2478,775,2889,826,2.9551,14999
-117.9102,33.6595,19,5538,1068,4349,1846,13.8412,292671.74
-118.358,36.6178,43,2574,492,1210,429,12.3052,240747.97
-120.9652,41.9344,12,12808,3387,3950,1601,1.5883,14999
-119.4649,40.1501,46,7035,1915,3072,1005,4.5008,54325.17
-119.0719,41.1014,28,5943,1354,2424,849,14.2698,203341.39
-120.6428,38.0999,41,11880,2826,3975,1485,14.1167,272707.79
-115.1432,34.4992,24,11501,2649,3644,1643,14.8626,233267.4
-119.7749,36.2072,9,12856,3104,4098,1607,4.2554,86084.56
-115.5754,37.023,43,411,94,479,137,13.8542,250135.6
-114.4422,36.0977,42,3648,818,2901,912,7.9233,133230.92
-116.5386,33.5055,1,456,158,149,57,8.3517,185538.42
-114.5912,39.6887,32,2289,466,885,327,2.9433,14999
-119.3149,33.5875,23,14656,3040,4294,1832,8.5071,214413.82
-121.4996,37.5842,31,2876,774,1824,719,9.2869,210165.55
-118.3712,32.8406,18,714,216,673,238,7.0594,177546.78
-115.4153,33.4977,8,7864,1879,4019,1966,12.8684,227799.03
-116.576,34.3678,50,11892,4015,4453,1982,9.8254,147635.82
-124.2731,41.2864,19,2320,693,869,290,14.3693,200587.79
-118.7625,32.9252,49,7007,1547,2193,1001,8.3365,217366.12
-121.337,38.3936,46,9905,2191,4191,1981,5.3273,85055.2
-116.7291,39.9423,33,4824,1630,3849,1608,7.3082,35491.83
-116.9931,38.4571,36,496,96,342,124,8.5543,131863.8
-118.2232,32.7524,15,7990,2114,5383,1598,9.8159,268314.89
-122.0675,37.7937,50,2288,468,667,286,10.0795,193276.65
-117.0671,39.3032,17,7828,2502,5095,1957,8.8478,87135.12
-121.1054,35.7816,32,8280,2324,4072,1656,11.6383,271342.37
-118.8809,35.1584,37,15056,2711,4947,1882,14.4889,289270.8
-121.3577,40.9513,34,9058,2291,3320,1294,11.0544,156831.11
-120.4494,36.4958,16,3168,977,1350,528,13.4584,282099.83
-119.8906,33.4173,15,7248,1994,2218,906,13.5343,315135.07
-123.7618,35.9061,41,637,145,247,91,6.2778,131168.87
-115.8272,35.3231,20,5946,1939,2250,991,12.1393,187439.54
-116.2016,37.5415,44,1708,523,1431,427,3.0246,14999
-124.0296,33.293,46,1540,306,768,308,4.0757,166136.59
-115.584,38.1893,21,5720,1336,2771,1144,14.372,242354.55
-115.9757,37.8388,25,320,72,204,80,1.3908,14999
-114.3426,34.5433,43,2415,761,1039,345,4.7212,87416.14
-123.521,38.5627,52,2345,576,693,335,0.7937,36919.49
-116.0355,38.234,26,3408,971,909,426,2.79,14999
-118.3236,40.343,2,2004,499,1878,668,11.6519,148250.15
-115.2621,35.9199,16,5036,1676,3240,1259,3.5438,63995.51
-120.372,41.8202,23,4767,1645,3466,1589,3.8441,14999
-122.7748,32.9649,35,8235,1492,3667,1647,6.5608,197946.19
-118.5624,38.5905,14,5705,1245,2368,815,1.7289,14999
-123.7296,33.087,2,3408,950,1070,426,1.942,134323.71
-120.5692,39.2958,18,8898,1698,4612,1483,5.6315,108529.6
-118.329,32.5631,29,8652,2751,2736,1236,0.5068,56329.4
-116.2798,34.5838,48,1587,545,1574,529,7.2965,120899.99
-115.1529,37.5694,5,3165,772,1684,633,4.6751,19833.84
-116.9195,38.3266,49,3088,911,2353,772,2.0139,14999
-123.544,36.7873,32,5556,1672,2324,926,5.4967,104976.22
-116.723,33.1695,2,11585,2400,3524,1655,10.6543,179890.09
-121.1256,37.6914,27,4218,1330,4130,1406,2.7603,39496.81
-120.4265,38.4313,44,11694,2152,5737,1949,7.4284,168484.83
-120.0571,35.6952,9,1436,425,784,359,5.6582,142593.25
-120.5494,38.5225,47,5056,1350,1656,632,13.7184,300519.9
-123.5088,35.2319,10,6455,1373,2659,1291,14.1149,314720.71
-116.59,34.8516,49,8057,2693,2558,1151,4.0277,137462.88
-117.3492,34.4896,17,4725,1331,2777,945,12.8461,237909.63
-114.6022,39.6442,35,7555,1492,4515,1511,3.4247,14999
-117.4926,36.4238,37,980,325,662,196,2.5222,71775.72
-117.6503,32.8254,25,8480,1762,4480,1696,4.7461,151336.72
-120.0219,40.6872,15,9170,1749,4065,1834,3.1546,14999
-122.1351,40.1414,16,5255,1546,2597,1051,11.3949,247438.36
-118.1895,41.7376,17,6798,1814,3266,1133,2.8163,14999
-121.4587,35.9992,8,470,117,207,94,0.5843,66498.74
-120.2007,33.7597,37,4535,1111,3077,907,12.9518,326651.09
-115.6517,39.7473,49,5796,1743,2191,966,14.1975,238507.88
-116.9235,39.1473,40,6664,2080,2271,952,13.2214,206409.13
-118.5717,35.3739,51,6975,2323,3179,1395,11.9176,239130.13
-121.4112,37.1832,36,14440,4894,5503,1805,11.0839,285111.99
-114.5864,39.3438,30,7228,1760,5955,1807,4.7239,14999
-117.7694,36.8588,14,4168,1183,1146,521,4.7428,14999
-114.8748,41.4559,50,2188,559,1693,547,2.7629,14999
-123.7868,37.8791,46,3010,574,2037,602,7.5794,165951.73
-120.3799,36.3698,15,5696,1847,4522,1424,12.2162,202911.22
-120.0696,32.5809,5,1332,245,1140,333,1.2107,98913.76
-121.4165,41.1794,9,4220,1314,2789,844,3.4513,14999
-114.3818,34.5398,29,10031,2455,4901,1433,7.8879,177823.28
-118.2733,37.2334,48,4068,1214,3487,1356,12.8514,217378.97
-117.9232,34.9226,19,11244,3699,5432,1874,0.8484,78701.87
-121.5395,39.27,4,1128,230,826,282,11.5722,176563.29
-123.4104,37.8465,14,2448,783,2818,816,13.182,312999.33
-121.4206,33.5725,23,11627,3506,5550,1661,9.8131,271574.4
-118.9194,32.9991,34,10864,3021,4867,1552,11.1618,253054.19
-123.735,33.1181,16,900,224,601,180,5.429,217378.7
-117.4515,40.3845,13,8952,2607,2698,1119,9.863,70733.65
-120.8133,33.0099,3,10624,1934,4492,1328,7.9866,203307.78
-121.1597,35.192,8,6282,1716,2150,1047,14.45,286868.24
-119.7056,41.121,7,6153,1658,2494,879,10.6976,113344.92
-119.4933,33.5076,6,1340,358,692,268,14.7238,285563.39
-123.4947,37.9158,25,4740,1319,2909,948,3.4285,62869.12
-122.35,36.4341,31,5493,1660,6037,1831,5.3262,140588.74
-122.4465,35.895,35,1309,313,465,187,10.731,236581.26
-118.8739,34.8635,16,3892,1134,1754,556,7.8831,153711.64
-117.729,33.427,50,8904,2110,3064,1484,10.3791,268123.73
-118.9342,35.0589,28,6482,1701,3059,926,0.5624,31101.87
-122.8277,37.3903,14,2232,469,1164,372,6.735,115198.35
-118.7258,38.6316,17,2094,604,2245,698,10.7967,168717.74
-119.1507,41.4173,28,1072,193,754,268,12.3637,172589.54
-114.8986,32.612,37,11652,2345,5987,1942,0.6156,14999
-118.7721,39.2684,11,11970,3769,5393,1995,13.8379,224557.84
-114.8107,33.6311,49,5380,1096,2359,1076,11.1211,188012.22
-122.3579,39.882,4,402,134,148,67,1.1967,14999
-122.9288,40.6095,10,2230,657,1219,446,13.3825,240028.69
-117.7372,40.5269,45,8436,2931,3010,1406,9.4761,105837.51
-115.0337,39.2382,28,5892,1739,5644,1964,7.3837,25752.78
-119.9876,39.8034,26,9756,2430,3351,1626,9.3363,161691.21
-117.5101,37.471,16,2240,699,906,448,9.4174,128451.96
-116.0758,35.1894,9,8586,2541,3644,1431,11.8148,220794.38
-118.0836,41.5471,12,930,259,973,310,4.0362,14999
-124.1366,39.0638,31,5700,1434,4479,1425,5.3513,92219.37
-116.4325,38.0613,6,9545,1778,5828,1909,1.1359,14999
-122.83,32.6239,33,464,115,329,116,10.9076,327926.81
-117.629,40.4886,22,7644,2498,4303,1274,3.448,14999
-117.1842,35.9103,6,5116,1014,3652,1279,7.3439,147137.19
-123.4335,34.9127,16,15080,4009,4938,1885,9.6868,258787.6
-121.9397,34.0058,14,1422,423,764,237,6.4112,130595.64
-120.6867,39.8674,10,4110,1116,1641,685,13.3901,279356.36
-119.3495,33.7495,1,390,115,403,130,10.0385,163876.86
-124.1413,36.2205,4,1130,331,579,226,0.7533,38569.53
-116.6625,35.1729,10,3192,791,3168,1064,11.0797,201709.17
-115.5238,39.0901,13,2650,881,1731,530,13.6889,149292.08
-115.9906,34.4293,1,699,132,479,233,1.26,35320.5
-116.1096,38.0791,5,7092,1904,3653,1182,12.2384,150464.98
-114.6395,34.1725,42,7968,1889,6828,1992,1.4348,72249.47
-118.8907,41.4167,49,2926,866,1225,418,3.8367,38742.59
-117.9911,36.4655,6,3276,809,1529,546,9.8191,140605.82
-119.2111,40.1694,9,2640,760,917,330,5.5575,83305.95
-121.3069,36.8579,45,3450,1117,1901,575,13.7147,275331.44
-122.1383,41.8889,6,620,183,424,124,10.278,123129.74
-118.1968,37.2186,13,7728,2203,3136,1288,2.5229,14999
-118.7507,41.8318,48,2724,799,1981,681,7.3784,14999
-117.8477,39.6678,7,5280,1333,2670,880,1.9253,14999
-119.3778,36.2864,9,9779,2662,4801,1397,6.4329,113146.54
-115.2532,38.8143,2,1832,533,759,229,11.8436,181176.86
-122.7289,41.2378,12,5048,1066,3342,1262,6.9359,91524.93
